Hugo_Symbol	Entrez_Gene_Id	GTEX-13NYB-1726-SM-5N9G2	GTEX-QDVN-1626-SM-48TZC	GTEX-ZYT6-2226-SM-5GIC9	GTEX-11TTK-1926-SM-5PNW8	GTEX-ZC5H-1726-SM-5HL7X	GTEX-ZVZP-0926-SM-5GIDB	GTEX-P4QS-1126-SM-3NMD5	GTEX-RN64-1626-SM-48FD7	GTEX-ZYFG-1626-SM-5GZYY	GTEX-N7MS-1626-SM-3LK5F	GTEX-13OW6-1826-SM-5N9F9	GTEX-T5JC-1526-SM-4DM68	GTEX-ZLFU-0926-SM-5P9F8	GTEX-1497J-0826-SM-5NQAJ	GTEX-13112-2126-SM-5GCO4	GTEX-UPIC-1126-SM-4IHLO	GTEX-145MN-0326-SM-5QGQI	GTEX-13O1R-2526-SM-5N9FW	GTEX-11GS4-2326-SM-5A5KS	GTEX-13OVI-1126-SM-5KLZF	GTEX-XPVG-0526-SM-4B65N	GTEX-13OVL-1826-SM-5KLZR	GTEX-QLQW-1626-SM-4R1K1	GTEX-12696-0926-SM-5FQTV	GTEX-1399S-0526-SM-5IJG8	GTEX-147F4-2626-SM-5Q5CS	GTEX-13RTJ-2226-SM-5S2Q1	GTEX-Y5V6-2026-SM-5IFHO	GTEX-NPJ8-2226-SM-3TW8D	GTEX-11OF3-1326-SM-5N9FJ	GTEX-ZYFD-1526-SM-5NQ7T	GTEX-12WSG-0826-SM-5EQ5A
SYT13	57586	514.56	46.18	1051.79	397.93	283.05	75.11	769.69	10	669.92	307.69	379.04	444.72	454.09	320.8	186.4	1883.54	470.14	813.63	1745.2	48.52	185.11	162.14	2417.67	713.11	45.85	52.82	281.09	1233.75	5.5	305.55	493.56	1059.11
IBA57-AS1	574432	10.88	2.66	4.39	1.95	0.16	2.86	1.08	0.51	1.57	2.01	11.04	6.46	4.06	2.41	9.78	4.35	2.25	4.5	1.22	2.18	0	11.38	8.78	1.51	1.79	8.71	3.79	0	9.48	7.88	1.95	1.17
C3	718	267.73	5831.91	137.14	2133.97	3443.31	6699.25	7280.4	197.09	660.68	209.84	118.43	172.65	4388.98	4181.07	93.35	775.05	3146.52	915.51	463.65	5831.91	1369.04	180.02	2682.69	103.69	14867.79	1350.18	3168.41	4010.71	3235.01	224.97	441.64	406.31
RASAL2	9462	76.17	80.57	161.02	66.65	67.12	249.73	88.26	271.48	307.69	93.35	183.82	44.25	149.12	146.03	255	299.25	177.53	271.48	241.19	351.14	244.57	273.37	246.28	318.57	201.25	199.85	77.25	90.77	87.03	75.64	100.13	144.01
POLR1D	51082	3081.75	1487.87	2417.67	4512.4	1769.57	1175.27	1277.29	1572.76	1151.06	2609.3	2209.26	2502.97	1572.76	1304.15	1977.24	1369.04	1487.87	1407.55	1295.13	2047	1457.23	1950	1583.71	1340.84	1407.55	1561.89	2271.4	1167.14	2875.3	2119.22	1313.23	1378.57
KBTBD7	84078	115.16	141.02	140.04	24.11	64.8	110.43	113.56	183.82	178.77	94.01	131.51	63.89	150.17	202.66	151.22	143.01	150.17	34.75	94.67	162.14	147.06	157.68	136.19	119.26	132.44	131.51	65.72	229.72	70.01	141.02	39.5	100.13
DENND1B	163486	155.5	91.41	318.57	131.51	140.04	197.09	132.44	476.71	283.05	447.82	277.2	152.28	220.32	193.01	366.09	232.94	236.21	206.94	320.8	392.44	260.38	463.65	178.77	555.41	190.34	255	120.1	193.01	75.11	194.36	112.77	229.72
COX7B	1349	13492.72	9540.5	16269.83	5995.9	8247.98	5041.77	8134.41	1991	11035.54	23169.48	4671.57	7081.29	3614.55	9151.82	7382.04	6607.01	6935.54	4607.24	6699.25	2758.13	6337.83	7749.1	6294.04	9540.5	2956.17	4388.98	6745.86	8363.13	7081.29	15392.14	4769.75	8191
TSPAN3	10099	4239.45	8191	6935.54	5219.6	4972.34	5711.87	7485.11	6337.83	7032.37	2997.45	4972.34	5147.73	6887.62	6935.54	5219.6	5329.3	7857.29	6250.56	6207.38	6607.01	6121.9	6337.83	7911.95	6792.79	7180.15	7433.4	6471.02	7032.37	3491.39	5076.84	3564.78	6840.04
ARHGAP4	393	244.57	187.71	775.05	206.94	226.54	915.51	193.01	802.41	426.57	223.41	307.69	199.85	1159.07	139.07	1104.13	599.49	295.11	366.09	603.67	780.44	301.33	748.61	244.57	595.34	988.12	503.95	363.56	209.84	490.14	438.59	226.54	239.52
BRAT1	221927	303.44	346.29	693.58	242.88	314.17	571.05	271.48	759.08	470.14	336.79	376.41	297.17	723.08	314.17	769.69	529.06	366.09	267.73	356.05	497	441.64	567.1	493.56	591.22	571.05	466.88	397.93	334.46	258.57	447.82	234.57	316.37
HOXB3	3213	90.14	176.29	543.96	214.27	669.92	896.64	241.19	4419.52	878.17	170.25	314.17	156.59	395.18	473.41	1250.98	1023	599.49	314.17	848.22	1030.12	629.35	884.29	400.71	967.76	339.14	1008.9	473.41	265.87	450.94	318.57	612.11	536.45
NUDT2	318	575.03	624.99	872.1	599.49	314.17	343.89	195.72	540.19	718.08	1143.1	470.14	373.81	642.59	242.88	909.17	518.15	529.06	346.29	447.82	563.18	409.15	587.13	480.04	536.45	438.59	563.18	791.35	400.71	620.67	595.34	283.05	264.03
KIAA1644	85352	0.27	1.03	6.21	20.71	4.54	12.74	4.1	209.84	5.54	0.93	0	2.14	12.36	0.25	27.25	1.71	3.2	1.35	3.92	31.67	1.43	10.63	0.26	12.74	7.06	26.1	4.21	2.53	1.1	3.66	2.03	0.99
ANXA13	312	547.75	82.87	13.12	16.51	218.79	226.54	22.1	1.2	3.99	5913.33	307.69	567.1	525.39	54.72	8.32	58.71	62.12	8.32	267.73	72.01	18.03	1.35	52.45	7.63	104.42	57.89	246.28	114.36	0.03	5112.16	15.8	117.6
STATH	6779	0	0	0	0	0	0	0	0	1.79	0	0	0	0	0	1.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2C1	4993	3.56	0	6.06	0	4.35	4.31	0	0	3.53	0	7.75	0	0	0	0	15.11	8.06	4.17	3.32	3.47	0	4.82	4.28	0	0	11.21	0	0	0	0	0	4.54
NDUFAF3	25915	9673.69	3419.52	5076.84	1909.85	2004.85	2537.92	3257.52	1936.53	2645.74	11424.74	3901.01	3467.27	1896.65	3639.7	2627.46	3190.46	3540.14	3467.27	2502.97	1806.78	2573.36	3325.99	3515.68	2739.08	2451.44	2303.12	3540.14	3847.29	2855.44	6121.9	1159.07	3168.41
FEM1C	56929	105.89	140.04	147.06	438.59	144.01	256.78	134.3	341.51	277.2	80.57	126.12	75.11	279.14	165.57	181.28	258.57	199.85	361.04	264.03	435.55	224.97	206.94	264.03	226.54	228.13	293.07	102.25	164.42	86.43	81.14	147.06	185.11
RP11-433C9.2	0	0	0.21	0	0	1.22	0	0.51	2.68	0.16	0	0	0	0.49	0.48	0	0.33	0	0.15	0	0.73	0.68	1.68	0.26	1.07	0.32	1.03	0	0	0.27	0.23	0.61	0.29
SLC26A7	115111	1857.6	165.57	860.08	195.72	4066.71	262.2	2061.24	10154.69	866.07	65.72	2777.33	1191.69	94.01	583.07	312	202.66	279.14	32.59	12676.65	212.78	753.83	1936.53	785.88	409.15	224.97	1733.13	441.64	2758.13	4.74	10225.32	575.03	2682.69
NSDHL	50814	351.14	503.95	412	312	320.8	532.74	567.1	368.65	674.59	381.68	341.51	366.09	483.38	389.72	384.34	432.53	529.06	486.75	412	366.09	463.65	361.04	551.56	470.14	866.07	353.59	358.54	547.75	314.17	406.31	309.83	373.81
IGSF21	84966	0.87	51.71	10.71	2.25	13.12	112.77	34.75	13.52	27.25	0	3.14	1.25	84.04	20.11	43.02	17.51	46.18	12.09	25.54	84.04	35	7.63	14.24	19.97	50.27	20.11	18.03	33.06	12.45	18.97	12	14.35
THRSP	7069	149.12	665.29	18.03	4.13	10.71	26.1	258.57	16.75	92.7	85.82	29.27	59.55	1.71	54.72	5.96	22.92	291.04	6.78	291.04	15.45	111.21	7.17	51.35	6.01	1909.85	65.26	4.98	171.45	3.23	507.46	0	108.14
COLGALT2	23127	31	4.31	10.88	44.89	2.2	8.19	8.71	9.93	32.13	22.59	50.63	41.52	9.13	18.43	2.23	15	20.41	9.13	73.03	28.04	25.54	21.94	12.36	32.82	20.56	30.78	40.64	7.88	41.22	26.1	63	15.68
TACR2	6865	6.73	1.6	9.41	13.72	12.64	14.78	9.93	11.21	12.74	17.64	11.04	0.23	25.17	6.16	14.56	2.39	5.19	11.04	8.45	20.71	4.03	7.63	6.67	12.27	6.73	14.89	6.89	3.86	7.51	24.99	16.75	7.46
ASB6	140459	231.32	323.03	438.59	221.86	334.46	480.04	432.53	409.15	429.54	231.32	287.01	206.94	356.05	392.44	476.71	426.57	473.41	444.72	414.87	309.83	432.53	334.46	444.72	435.55	397.93	366.09	293.07	341.51	215.77	256.78	346.29	417.77
RIMS4	140730	0.09	3	0.45	9.7	3.92	5.19	3.96	23.93	3.76	0.21	0.29	0.77	7.75	1.5	2.51	2.53	2.89	11.13	3.89	19.11	3.79	4.74	1.51	9.34	11.3	10.96	4.31	0.26	3.17	0.34	4.98	1.13
TREX1	11277	316.37	543.96	417.77	279.14	353.59	684.02	341.51	406.31	514.56	283.05	507.46	480.04	780.44	387.02	579.04	368.65	409.15	890.44	265.87	514.56	575.03	473.41	660.68	679.29	688.78	387.02	525.39	217.27	356.05	532.74	201.25	500.46
DHH	50846	6.36	15.45	28.24	2.12	6.16	14.89	8.32	17.25	47.5	14.35	3.08	9.93	23.76	15.56	74.06	39.22	32.59	12.27	15.22	2.29	32.59	40.64	13.03	49.91	12.55	18.03	8.58	9.78	2.14	9.7	13.62	2.48
YBX3	8531	1551.09	2193.99	2032.85	10014.87	6207.38	2682.69	2400.97	2047	2816.11	1143.1	3372.43	6516.03	2627.46	3280.18	2090.03	2956.17	2855.44	4704.07	2956.17	2720.15	3349.13	1883.54	3081.75	3257.52	2664.15	3419.52	5292.48	2520.38	5555.65	1551.09	11112.3	3665.02
ZNF789	285989	320.8	91.41	199.85	71	105.89	170.25	105.89	423.61	166.73	123.5	450.94	170.25	148.09	195.72	221.86	206.94	98.04	95.34	165.57	195.72	214.27	329.84	68.55	137.14	124.37	287.01	156.59	62.56	133.36	166.73	63	101.54
MGAT4B	11282	1437.15	4450.27	1757.34	1781.89	3794.3	3039.3	4543.8	2224.63	2816.11	1059.11	1909.85	2816.11	3372.43	7433.4	2032.85	3491.39	2816.11	2875.3	2627.46	3257.52	5255.91	1583.71	5041.77	3124.78	2956.17	2178.83	3847.29	2271.4	2193.99	1857.6	2193.99	3614.55
SLFN13	146857	52.08	76.71	59.13	137.14	73.03	177.53	36.27	389.72	271.48	50.98	53.19	14.45	195.72	50.98	153.34	64.34	105.15	43.63	80.57	226.54	83.45	113.56	178.77	234.57	221.86	145.02	33.54	31	23.93	35.76	59.55	127.89
TEX37	200523	0	0	0	0	0.54	0	0.29	0	0	0	0	0.51	0	0	0	0	0	0.42	0	0	0.33	0	0	0	0.8	0	0	0.55	0	0	0	0
IRF7	3665	249.73	78.89	148.09	287.01	559.28	215.77	156.59	318.57	127.89	122.64	429.54	490.14	346.29	187.71	228.13	231.32	177.53	947.83	253.23	120.94	149.12	135.24	108.9	126.12	162.14	194.36	470.14	84.63	703.28	128.79	1397.83	307.69
ABCA2	20	334.46	473.41	2287.2	836.53	571.05	1001.93	473.41	896.64	713.11	438.59	595.34	665.29	890.44	312	2061.24	1225.22	575.03	191.67	878.17	679.29	450.94	1857.6	490.14	563.18	733.19	1023	660.68	723.08	500.46	848.22	591.22	587.13
SVOPL	136306	8.06	26.47	607.87	52.82	72.52	88.26	66.18	733.19	80.57	78.34	66.18	45.53	44.57	15.11	521.76	289.02	44.89	32.82	50.27	95.34	351.14	764.36	48.87	1674.06	40.36	141.02	21.47	64.8	1.16	59.55	37.85	113.56
RP11-96O20.4	0	0	0	0	8.92	0	0	0	0	0	0	0	0	15.91	0	0	0	0	0	11.91	0	0	0	0	0	0	0	0	0	8.13	0	0	0
GPR137C	283554	6.06	2.84	22.26	18.43	13.12	9.85	5.59	32.59	9.13	4.43	7.94	8.38	10.96	4.66	23.76	9.56	8.06	9.2	18.43	10.71	12.18	23.08	17.25	8.51	9.27	24.81	9.93	6.16	7.88	6.36	4.54	24.28
TLR6	10333	2.58	5.92	2.89	12.74	6.41	34.51	8.13	20.11	6.89	0.47	5.32	6.94	22.92	12.64	4.98	7.11	7.22	9.78	7.06	65.72	8	4.28	17.25	3.72	42.11	13.52	10.39	6.16	8.92	6.89	0	3.38
PPIAL4D	645142	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	7.94	0	0	0	0	1.13	0	0	0	0	3.76	0	0	0
CTNND1	1500	1508.65	1883.54	1883.54	1651	2915.45	2956.17	2758.13	3768.09	2627.46	1233.75	1819.35	2609.3	2240.11	2573.36	2271.4	3847.29	3060.45	3212.66	3874.05	2895.31	2997.45	2287.2	3874.05	2645.74	1572.76	4123.49	1896.65	2287.2	947.83	1487.87	2555.58	3212.66
MYL2	4633	0.6	0	0.99	4.54	0.99	2.2	2.2	0	1.64	2.14	1.19	0	0.71	1.81	1.03	3.5	1.93	0.27	2.84	2.39	2.25	3.56	3.72	3.17	0	4.24	0.99	1.14	1.27	0.07	0.93	2.48
KRTAP3-3	85293	0	0	0	0	0	0	0.82	0	0.68	0	0	0	0	0	0.62	0.44	0	0	0.3	0	0	0	0	0	0	0	0	0.38	0	0	0	0
AAK1	22848	341.51	143.01	107.38	361.04	109.66	125.24	145.02	242.88	158.79	426.57	253.23	293.07	62.12	187.71	78.34	189.02	269.6	226.54	155.5	387.02	351.14	199.85	169.07	215.77	121.79	144.01	81.14	153.34	389.72	98.04	87.65	269.6
S100A10	6281	5441.3	4903.87	14461.21	18304.63	7537.18	9673.69	6887.62	7032.37	9945.68	12764.83	4769.75	7382.04	10440.2	7485.11	13681.08	10883.59	12076.21	46339.95	8778.97	7695.57	10014.87	12943.04	19214.73	25005.23	9088.59	10883.59	17317.18	4543.8	18431.96	6840.04	11827.67	7695.57
CARD14	79092	10.39	5.59	6.41	6.62	10	15.45	13.62	79.45	7.28	0	1.06	0.74	18.16	14.78	8.13	18.43	2.03	4.1	3.59	13.12	8.06	6.94	2.29	3.76	7.34	3.29	1.89	1.75	19.97	0	10.47	7.82
LRRC10B	390205	8.32	29.27	9.85	52.82	5.77	24.46	78.89	8.45	93.35	7.22	20.56	92.7	122.64	84.63	3.35	72.52	116.78	1.83	334.46	1.01	155.5	7	17.51	5.28	19.39	34.26	132.44	16.75	85.82	4.03	24.81	54.72
AASDHPPT	60496	1175.27	896.64	454.09	511	483.38	371.22	483.38	525.39	571.05	896.64	753.83	358.54	521.76	656.11	438.59	703.28	728.11	423.61	629.35	629.35	713.11	647.07	872.1	532.74	490.14	624.99	551.56	928.3	466.88	665.29	420.68	878.17
EDC3	80153	169.07	303.44	305.55	239.52	307.69	438.59	329.84	638.15	339.14	205.5	242.88	183.82	332.14	351.14	450.94	463.65	301.33	301.33	281.09	291.04	379.04	356.05	348.71	343.89	486.75	299.25	325.29	289.02	253.23	237.86	291.04	239.52
ITGB2	3689	67.59	713.11	143.01	117.6	371.22	1733.13	432.53	470.14	536.45	49.56	119.26	59.13	1208.34	236.21	251.48	327.56	890.44	334.46	529.06	1617	476.71	110.43	567.1	175.07	2434.5	312	175.07	305.55	463.65	384.34	123.5	166.73
RASSF5	83593	51.35	37.85	33.3	320.8	67.59	271.48	32.59	232.94	42.41	23.59	71.5	51.71	283.05	27.44	53.95	47.84	74.58	131.51	161.02	450.94	57.89	52.82	56.28	90.77	620.67	289.02	67.59	17.77	110.43	43.94	134.3	62.56
WHAMM	123720	75.64	138.1	108.9	163.28	218.79	155.5	117.6	180.02	125.24	73.54	97.36	120.1	127.89	223.41	144.01	198.47	115.97	155.5	95.34	146.03	166.73	124.37	170.25	155.5	136.19	129.69	92.05	89.51	112.77	53.19	155.5	175.07
AIMP1	9255	1286.18	947.83	764.36	1259.69	1143.1	825	791.35	1183.45	1242.34	974.5	529.06	1088.92	825	753.83	743.43	1037.29	1051.79	947.83	708.18	988.12	947.83	764.36	1268.46	981.29	698.41	1151.06	1037.29	698.41	1088.92	808	1051.79	703.28
FLI1	2313	92.7	96.68	521.76	503.95	143.01	503.95	70.01	1088.92	181.28	114.36	182.55	120.1	480.04	92.7	656.11	189.02	187.71	291.04	450.94	1088.92	138.1	412	133.36	656.11	860.08	785.88	166.73	32.36	198.47	167.9	403.5	81.14
FFAR3	2865	0	1.41	2.53	0	3.26	5.19	1.5	0.64	2.76	0	0	0	0	0	0	0	2.07	6.89	14.67	1.19	3.35	0	0	0	9.13	2.78	4.39	0	0.64	3.86	1.69	0
ITIH1	3697	2.78	3.23	0	0	0	1.68	1.33	9.93	0	0	3.06	17.64	14.78	0.37	5.87	3.41	0	1.11	0.79	0.91	1.99	3.03	0	9.06	9.48	2.71	9.2	0	6.16	0	1.58	0.16
C1orf101	257044	15.11	20.71	41.52	3.2	20.26	23.76	10.55	37.32	27.84	13.72	36.53	24.81	20.71	11.13	49.21	18.56	14.45	13.42	17.13	23.76	33.06	59.55	9.34	34.02	15.68	34.26	15.22	18.7	16.88	27.64	11.64	18.29
PRKACA	5566	1304.15	1369.04	1628.26	1447.15	866.07	1709.26	1286.18	1467.37	1832.01	1242.34	909.17	1030.12	1709.26	1119.56	1242.34	1561.89	1561.89	1023	1561.89	1745.2	1268.46	1225.22	1551.09	1870.53	1794.29	1896.65	1304.15	1369.04	848.22	1088.92	928.3	1397.83
C1orf86	199990	1870.53	1286.18	2090.03	1135.2	825	1001.93	825	1001.93	896.64	1697.45	1745.2	1216.75	1745.2	723.08	1594.73	1487.87	1508.65	620.67	583.07	575.03	1295.13	1617	1037.29	547.75	1051.79	915.51	2287.2	583.07	1950	1639.59	713.11	633.73
CCDC53	51019	1950	813.63	1519.15	915.51	813.63	872.1	1051.79	802.41	1119.56	1844.76	1250.98	866.07	995	854.13	1331.57	988.12	1051.79	642.59	1175.27	825	1104.13	1417.35	941.27	1081.39	896.64	1242.34	1295.13	1350.18	1427.22	1498.22	941.27	713.11
SLC15A2	6565	381.68	115.97	902.89	71	1023	473.41	130.6	1487.87	1001.93	146.03	525.39	775.05	339.14	493.56	476.71	603.67	733.19	8.71	420.68	305.55	432.53	620.67	47.17	291.04	214.27	457.25	165.57	1096.5	229.72	327.56	152.28	120.94
STX16-NPEPL1	0	3.79	4.06	2.27	22.92	6.52	58.3	1.6	39.5	12.55	4.39	22.43	32.36	9.06	10.55	11.38	52.45	7.22	33.3	17.77	176.29	55.1	10.47	12.83	15.34	24.99	44.89	4.9	23.42	1.57	3.47	14.45	18.56
HDAC8	55869	571.05	400.71	373.81	287.01	305.55	327.56	376.41	320.8	361.04	595.34	318.57	277.2	314.17	395.18	356.05	353.59	432.53	246.28	371.22	293.07	371.22	444.72	403.5	301.33	295.11	397.93	366.09	426.57	325.29	460.44	336.79	283.05
RASGRP2	10235	76.71	120.94	180.02	152.28	85.22	559.28	100.83	175.07	181.28	116.78	77.79	39.79	981.29	98.73	242.88	121.79	120.1	37.85	120.1	733.19	147.06	220.32	85.22	152.28	1135.2	444.72	199.85	55.1	583.07	81.71	87.03	57.08
IL13	3596	0.8	0.73	1.43	0	0.71	1.71	0	0	0.93	0	0	2.14	0.85	0	0	2.07	0.41	2.51	0.69	4.58	0.64	0.78	0.12	1.71	1.5	1.53	0	0.95	0	0	0	0.35
MTHFD1L	25902	87.65	143.01	180.02	1051.79	232.94	358.54	173.85	265.87	246.28	131.51	95.34	277.2	295.11	164.42	137.14	267.73	189.02	476.71	246.28	264.03	239.52	157.68	583.07	220.32	265.87	473.41	351.14	112.77	275.28	163.28	392.44	237.86
KRT77	374454	0	0	0.16	0	0.58	0.6	0	0	0.59	0.28	0	0	0	0	0.58	0.18	0.46	0	1.01	0.28	0	0.38	0	0.16	0	1.6	0	0.16	0	0	0	1.08
PCDHB3	56132	5.28	12.93	144.01	67.12	34.02	176.29	24.81	29.48	205.5	1.83	41.52	7.94	59.13	20.41	50.63	29.48	145.02	16.75	199.85	102.25	55.89	46.18	109.66	57.89	50.63	368.65	116.78	22.26	14.35	117.6	23.93	46.5
CYP3A43	64816	0.25	2.94	0.2	0.16	3.17	0.05	0.12	2.86	0	0	2.43	0.64	1.57	0	1.16	1.53	0	1.85	0.71	2.18	0.62	7.94	0.44	1.08	1.31	0.82	1.35	2.03	4.35	0	8.38	1.53
PPY	5539	0	0	0	0	0	0	0	0	0	0	16.03	0	3.59	0	0	0	0	8.19	0	0	0	0	0	0	3.79	0	0	0	5.36	0	0	0
AC138969.4	0	167.9	218.79	384.34	493.56	104.42	836.53	158.79	642.59	447.82	120.1	153.34	417.77	563.18	301.33	1498.22	409.15	318.57	167.9	358.54	915.51	223.41	988.12	206.94	1059.11	934.76	688.78	368.65	176.29	612.11	166.73	353.59	287.01
TSHB	7252	0.99	0	2.12	0	1.97	0	0.73	0	0	0	0	1.69	0	1.27	1.25	0	0	1.3	1.95	3.86	0	0	0	0	4.43	1.68	0	1.48	0	0	2.25	0
RIMS1	22999	0.3	1.06	6.36	35.76	0	2.39	1.13	14.35	0.88	0	0	4.35	0	0.89	9.13	0	0	8.65	1.36	0.85	2.34	3.96	0.91	0.8	0.85	7.06	1.53	0	0.73	2.94	0	0
GSTA2	2938	169390.27	2148.82	392.44	0	915.51	28.45	9215.48	28.45	301.33	231394.29	128373.58	25354.3	466.88	1733.13	94.01	264.03	343.89	1111.82	22225.61	1359.57	2997.45	1769.57	28.65	83.45	34.51	995	825	10084.54	447.82	98646.85	1572.76	2119.22
CLDN12	9069	246.28	575.03	392.44	713.11	1073.91	309.83	633.73	713.11	493.56	454.09	532.74	796.86	376.41	802.41	403.5	536.45	616.37	743.43	703.28	575.03	780.44	412	713.11	320.8	373.81	587.13	559.28	703.28	314.17	417.77	417.77	1250.98
FNBP1L	54874	1096.5	571.05	974.5	1331.57	1073.91	579.04	1044.52	1051.79	1008.9	878.17	1427.22	884.29	624.99	1127.35	775.05	1073.91	842.36	521.76	1769.57	780.44	1008.9	1199.98	1175.27	842.36	417.77	1359.57	941.27	1167.14	599.49	1037.29	1529.73	1073.91
GOLGB1	2804	406.31	866.07	559.28	507.46	934.76	748.61	708.18	842.36	723.08	332.14	583.07	629.35	808	698.41	836.53	713.11	607.87	842.36	511	961.07	1001.93	723.08	514.56	1088.92	785.88	718.08	551.56	1008.9	961.07	323.03	842.36	825
POLR3A	11128	87.65	121.79	112.77	138.1	106.63	152.28	155.5	162.14	155.5	83.45	105.15	107.38	141.02	194.36	146.03	162.14	157.68	234.57	115.16	231.32	183.82	149.12	177.53	155.5	150.17	153.34	104.42	152.28	93.35	85.22	139.07	136.19
SCAND3	114821	9.27	14.89	36.01	10.63	36.79	25.72	24.99	67.12	38.4	198.47	23.93	6.41	25.91	11.3	121.79	36.27	57.49	15.34	16.63	102.25	37.32	120.94	35.76	62.12	26.67	28.04	21.16	46.84	7.22	19.25	8.78	29.27
KANSL2	54934	555.41	371.22	647.07	490.14	490.14	555.41	366.09	860.08	447.82	460.44	423.61	423.61	647.07	381.68	728.11	571.05	395.18	575.03	551.56	728.11	595.34	583.07	587.13	511	612.11	555.41	414.87	289.02	429.54	603.67	412	432.53
RHAG	6005	0	0.71	0.16	1.11	1.2	0.02	0.09	0	0.21	0	0	1.08	1.04	0	0.39	1.14	0.53	0.38	0.67	0	2.63	2.51	0.01	0	0	1.89	1.13	0.44	21.63	0	0	0
WDR7	23335	158.79	109.66	140.04	54.33	63	165.57	142.01	271.48	217.27	134.3	108.14	48.52	146.03	127	117.6	131.51	153.34	104.42	190.34	226.54	135.24	134.3	165.57	199.85	161.02	237.86	86.43	175.07	67.12	166.73	116.78	140.04
TBC1D9	23158	271.48	234.57	575.03	836.53	540.19	620.67	656.11	500.46	612.11	234.57	693.58	480.04	490.14	450.94	595.34	450.94	759.08	928.3	1769.57	1991	595.34	463.65	909.17	575.03	1135.2	1639.59	1037.29	780.44	297.17	444.72	866.07	1023
PIAS1	8554	248	260.38	256.78	463.65	356.05	395.18	376.41	718.08	525.39	145.02	373.81	381.68	353.59	339.14	285.03	366.09	500.46	256.78	470.14	1088.92	460.44	368.65	638.15	381.68	521.76	532.74	567.1	376.41	555.41	241.19	387.02	379.04
C6orf89	221477	514.56	1583.71	878.17	802.41	669.92	1001.93	1233.75	921.88	1119.56	387.02	688.78	693.58	1059.11	934.76	854.13	796.86	1143.1	738.29	830.75	1268.46	934.76	896.64	1175.27	967.76	1051.79	1051.79	860.08	1369.04	529.06	559.28	571.05	934.76
ZFP30	22835	37.59	56.68	62.12	54.33	85.82	75.64	78.34	164.42	102.97	17.64	65.72	42.71	89.51	92.7	77.79	64.8	64.8	55.49	97.36	166.73	154.42	108.14	148.09	91.41	94.01	148.09	94.67	69.03	55.1	75.11	44.89	94.67
ANGPTL7	10218	1.73	0.8	2.03	1.27	46.18	5.59	3.63	4.62	2.63	0	2.86	1.85	5.06	2.18	2.36	2.61	10.16	4.24	4.7	99.43	16.15	28.45	72.52	2.89	189.02	7.69	158.79	29.7	14.03	4.78	0.96	17.13
CLNK	116449	144.01	1.51	1.71	73.54	708.18	20.56	95.34	220.32	12.83	113.56	204.07	283.05	2.68	13.72	9.2	34.26	23.93	9.63	503.95	46.5	98.04	43.94	73.54	32.13	19.97	141.02	153.34	185.11	50.63	297.17	854.13	325.29
SIT1	27240	5.5	29.7	19.25	4.39	14.14	82.87	14.45	43.94	15.22	3.14	3.53	0	195.72	8.13	3.03	11.82	27.64	14.03	18.03	167.9	9.41	5.68	15	2.46	299.25	37.59	20.41	5.96	47.5	0	0	3.32
PAXIP1-AS2	0	163.28	79.45	141.02	144.01	199.85	157.68	103.69	406.31	204.07	316.37	199.85	116.78	120.94	147.06	318.57	129.69	162.14	65.26	228.13	209.84	147.06	295.11	162.14	157.68	155.5	255	170.25	150.17	229.72	127.89	73.54	172.65
ERG	2078	54.33	55.49	470.14	703.28	123.5	176.29	65.72	4388.98	343.89	107.38	353.59	170.25	170.25	178.77	1208.34	332.14	318.57	921.88	514.56	514.56	323.03	718.08	105.89	1175.27	226.54	525.39	146.03	104.42	351.14	113.56	1498.22	186.4
GNG8	94235	0	0	9.7	18.29	0	3.96	2.46	4.7	0	11.91	0	0	4.39	3.35	0	0	0	3.59	5.5	0	8.92	9.27	4.39	0	4.94	18.16	0	0	14.14	4.39	12.74	4.28
ZDHHC13	54503	195.72	165.57	320.8	426.57	217.27	309.83	228.13	376.41	368.65	115.97	202.66	142.01	348.71	212.78	293.07	265.87	351.14	327.56	395.18	603.67	297.17	271.48	343.89	397.93	283.05	438.59	356.05	217.27	232.94	204.07	234.57	325.29
SLCO2B1	11309	77.25	698.41	88.26	39.79	173.85	1427.22	540.19	206.94	616.37	57.89	132.44	85.22	1096.5	551.56	231.32	316.37	463.65	185.11	214.27	1477.58	514.56	97.36	620.67	100.13	1529.73	262.2	147.06	503.95	199.85	144.01	58.3	182.55
CARD16	114769	256.78	99.43	283.05	1242.34	343.89	412	76.17	476.71	183.82	353.59	432.53	208.38	316.37	117.6	441.64	150.17	229.72	256.78	518.15	221.86	75.11	241.19	127	52.08	392.44	718.08	220.32	110.43	1369.04	497	2555.58	110.43
BPIFB1	92747	0.4	1.58	0.33	0.27	0	6.52	0.55	1.51	3.56	0.64	0.83	0.62	1.62	0.39	0	0	6.41	0.65	1.36	2.86	0	0	0	0.33	4.06	0	0	0	4.1	0	0	2.12
DGKD	8527	20.86	37.05	28.04	209.84	92.05	228.13	46.84	110.43	60.82	27.64	33.54	131.51	127	67.12	83.45	84.04	47.84	146.03	65.72	363.56	133.36	37.32	71.5	51.71	206.94	100.13	54.33	46.84	80.01	27.25	189.02	74.06
